airline,destination,price,starting_point,days_after
Vistara,Kolkata,17911,Delhi,5
Vistara,Kolkata,18646,Delhi,5
Vistara,Kolkata,20274,Delhi,5
Air_India,Kolkata,20593,Delhi,5
Vistara,Kolkata,21810,Delhi,5
SpiceJet,Kolkata,5954,Delhi,6
Vistara,Kolkata,5955,Delhi,6
Vistara,Kolkata,6060,Delhi,6
GO_FIRST,Kolkata,5954,Delhi,6
Indigo,Kolkata,5955,Delhi,6
Air_India,Kolkata,5955,Delhi,6
AirAsia,Kolkata,5953,Delhi,6
Vistara,Kolkata,6375,Delhi,6
AirAsia,Kolkata,6060,Delhi,6
SpiceJet,Kolkata,6060,Delhi,6
Indigo,Kolkata,6270,Delhi,6
SpiceJet,Kolkata,6270,Delhi,6
Vistara,Kolkata,6690,Delhi,6
Air_India,Kolkata,6375,Delhi,6
GO_FIRST,Kolkata,6461,Delhi,6
Indigo,Kolkata,6585,Delhi,6
Indigo,Kolkata,6932,Delhi,6
Air_India,Kolkata,7215,Delhi,6
Indigo,Kolkata,7420,Delhi,6
Indigo,Kolkata,7908,Delhi,6
Indigo,Kolkata,8396,Delhi,6
AirAsia,Kolkata,8728,Delhi,6
Indigo,Kolkata,8885,Delhi,6
Indigo,Kolkata,10349,Delhi,6
Indigo,Kolkata,10365,Delhi,6
Indigo,Kolkata,10838,Delhi,6
SpiceJet,Kolkata,10994,Delhi,6
Air_India,Kolkata,11563,Delhi,6
Air_India,Kolkata,11625,Delhi,6
Indigo,Kolkata,11814,Delhi,6
Air_India,Kolkata,12150,Delhi,6
Indigo,Kolkata,12302,Delhi,6
Air_India,Kolkata,12601,Delhi,6
Indigo,Kolkata,12791,Delhi,6
Air_India,Kolkata,12990,Delhi,6
Air_India,Kolkata,13138,Delhi,6
Indigo,Kolkata,13279,Delhi,6
Air_India,Kolkata,13410,Delhi,6
Air_India,Kolkata,13688,Delhi,6
Vistara,Kolkata,14355,Delhi,6
Vistara,Kolkata,14460,Delhi,6
Vistara,Kolkata,14880,Delhi,6
Vistara,Kolkata,14985,Delhi,6
Indigo,Kolkata,14933,Delhi,6
Vistara,Kolkata,15615,Delhi,6
Air_India,Kolkata,15720,Delhi,6
Vistara,Kolkata,16239,Delhi,6
Air_India,Kolkata,16393,Delhi,6
Vistara,Kolkata,17063,Delhi,6
Vistara,Kolkata,17131,Delhi,6
Vistara,Kolkata,18016,Delhi,6
Air_India,Kolkata,19343,Delhi,6
Vistara,Kolkata,20274,Delhi,6
Indigo,Kolkata,29003,Delhi,6
SpiceJet,Kolkata,5954,Delhi,7
Vistara,Kolkata,5955,Delhi,7
GO_FIRST,Kolkata,5954,Delhi,7
Indigo,Kolkata,5955,Delhi,7
Air_India,Kolkata,5955,Delhi,7
AirAsia,Kolkata,5953,Delhi,7
AirAsia,Kolkata,6060,Delhi,7
SpiceJet,Kolkata,6060,Delhi,7
SpiceJet,Kolkata,6270,Delhi,7
Air_India,Kolkata,6375,Delhi,7
GO_FIRST,Kolkata,6461,Delhi,7
Indigo,Kolkata,6585,Delhi,7
Indigo,Kolkata,6900,Delhi,7
Indigo,Kolkata,6932,Delhi,7
Vistara,Kolkata,7530,Delhi,7
Indigo,Kolkata,7420,Delhi,7
Indigo,Kolkata,7530,Delhi,7
Vistara,Kolkata,8055,Delhi,7
Indigo,Kolkata,7908,Delhi,7
AirAsia,Kolkata,8728,Delhi,7
Indigo,Kolkata,8885,Delhi,7
Indigo,Kolkata,9373,Delhi,7
Air_India,Kolkata,9538,Delhi,7
Air_India,Kolkata,9578,Delhi,7
Indigo,Kolkata,9861,Delhi,7
Vistara,Kolkata,10470,Delhi,7
Air_India,Kolkata,10483,Delhi,7
Air_India,Kolkata,10618,Delhi,7
Indigo,Kolkata,10838,Delhi,7
Indigo,Kolkata,11326,Delhi,7
Indigo,Kolkata,11814,Delhi,7
Air_India,Kolkata,12045,Delhi,7
Air_India,Kolkata,12150,Delhi,7
Air_India,Kolkata,12465,Delhi,7
Air_India,Kolkata,12990,Delhi,7
Indigo,Kolkata,12991,Delhi,7
Air_India,Kolkata,13138,Delhi,7
Vistara,Kolkata,13830,Delhi,7
Air_India,Kolkata,13688,Delhi,7
Air_India,Kolkata,14003,Delhi,7
Vistara,Kolkata,14355,Delhi,7
Air_India,Kolkata,14176,Delhi,7
Air_India,Kolkata,14266,Delhi,7
Indigo,Kolkata,14303,Delhi,7
Air_India,Kolkata,14355,Delhi,7
AirAsia,Kolkata,14356,Delhi,7
Vistara,Kolkata,14880,Delhi,7
Vistara,Kolkata,15525,Delhi,7
Vistara,Kolkata,17063,Delhi,7
Air_India,Kolkata,16918,Delhi,7
Air_India,Kolkata,17431,Delhi,7
Vistara,Kolkata,18331,Delhi,7
Vistara,Kolkata,19381,Delhi,7
Indigo,Kolkata,19442,Delhi,7
Vistara,Kolkata,20274,Delhi,7
SpiceJet,Kolkata,5954,Delhi,8
GO_FIRST,Kolkata,5954,Delhi,8
Indigo,Kolkata,5955,Delhi,8
Air_India,Kolkata,5955,Delhi,8
AirAsia,Kolkata,5953,Delhi,8
AirAsia,Kolkata,6060,Delhi,8
SpiceJet,Kolkata,6060,Delhi,8
Indigo,Kolkata,6270,Delhi,8
Vistara,Kolkata,6690,Delhi,8
AirAsia,Kolkata,6583,Delhi,8
Indigo,Kolkata,6585,Delhi,8
Vistara,Kolkata,7005,Delhi,8
Indigo,Kolkata,6900,Delhi,8
SpiceJet,Kolkata,7110,Delhi,8
Indigo,Kolkata,7420,Delhi,8
Indigo,Kolkata,7530,Delhi,8
Vistara,Kolkata,8055,Delhi,8
Indigo,Kolkata,8396,Delhi,8
Vistara,Kolkata,8790,Delhi,8
AirAsia,Kolkata,8728,Delhi,8
Indigo,Kolkata,8885,Delhi,8
Air_India,Kolkata,9525,Delhi,8
Air_India,Kolkata,9538,Delhi,8
GO_FIRST,Kolkata,9840,Delhi,8
Air_India,Kolkata,10081,Delhi,8
Air_India,Kolkata,10168,Delhi,8
Indigo,Kolkata,10365,Delhi,8
Indigo,Kolkata,10995,Delhi,8
Air_India,Kolkata,11625,Delhi,8
Indigo,Kolkata,11814,Delhi,8
Indigo,Kolkata,11888,Delhi,8
Air_India,Kolkata,11983,Delhi,8
Air_India,Kolkata,12150,Delhi,8
Indigo,Kolkata,12302,Delhi,8
Air_India,Kolkata,12465,Delhi,8
SpiceJet,Kolkata,12649,Delhi,8
AirAsia,Kolkata,12780,Delhi,8
Indigo,Kolkata,12791,Delhi,8
Air_India,Kolkata,12990,Delhi,8
Indigo,Kolkata,13279,Delhi,8
SpiceJet,Kolkata,13410,Delhi,8
Vistara,Kolkata,13830,Delhi,8
GO_FIRST,Kolkata,13536,Delhi,8
Air_India,Kolkata,13688,Delhi,8
Indigo,Kolkata,13767,Delhi,8
Air_India,Kolkata,13830,Delhi,8
Vistara,Kolkata,14355,Delhi,8
GO_FIRST,Kolkata,14022,Delhi,8
GO_FIRST,Kolkata,14114,Delhi,8
Vistara,Kolkata,14880,Delhi,8
Vistara,Kolkata,15300,Delhi,8
Indigo,Kolkata,15232,Delhi,8
Vistara,Kolkata,15615,Delhi,8
Vistara,Kolkata,16035,Delhi,8
Vistara,Kolkata,16349,Delhi,8
Vistara,Kolkata,16350,Delhi,8
Vistara,Kolkata,17911,Delhi,8
Air_India,Kolkata,18283,Delhi,8
AirAsia,Kolkata,18292,Delhi,8
Vistara,Kolkata,18667,Delhi,8
SpiceJet,Kolkata,18871,Delhi,8
Vistara,Kolkata,19381,Delhi,8
Indigo,Kolkata,24698,Delhi,8
Indigo,Kolkata,24803,Delhi,8
Indigo,Kolkata,25853,Delhi,8
SpiceJet,Kolkata,6270,Delhi,9
GO_FIRST,Kolkata,5954,Delhi,9
Indigo,Kolkata,5955,Delhi,9
Air_India,Kolkata,5955,Delhi,9
AirAsia,Kolkata,5953,Delhi,9
SpiceJet,Kolkata,5954,Delhi,9
AirAsia,Kolkata,6060,Delhi,9
SpiceJet,Kolkata,6060,Delhi,9
Indigo,Kolkata,6270,Delhi,9
Vistara,Kolkata,6690,Delhi,9
Indigo,Kolkata,6443,Delhi,9
Indigo,Kolkata,6585,Delhi,9
Vistara,Kolkata,7005,Delhi,9
Air_India,Kolkata,6795,Delhi,9
Indigo,Kolkata,6900,Delhi,9
Indigo,Kolkata,6932,Delhi,9
Indigo,Kolkata,6984,Delhi,9
AirAsia,Kolkata,7072,Delhi,9
Indigo,Kolkata,7420,Delhi,9
Vistara,Kolkata,8055,Delhi,9
Indigo,Kolkata,7908,Delhi,9
Indigo,Kolkata,8396,Delhi,9
Indigo,Kolkata,8885,Delhi,9
Indigo,Kolkata,9373,Delhi,9
Air_India,Kolkata,9538,Delhi,9
Air_India,Kolkata,9578,Delhi,9
Indigo,Kolkata,9861,Delhi,9
Indigo,Kolkata,10349,Delhi,9
SpiceJet,Kolkata,10574,Delhi,9
Air_India,Kolkata,10618,Delhi,9
Air_India,Kolkata,10711,Delhi,9
Indigo,Kolkata,11326,Delhi,9
GO_FIRST,Kolkata,11703,Delhi,9
Air_India,Kolkata,12150,Delhi,9
Indigo,Kolkata,12302,Delhi,9
Air_India,Kolkata,12465,Delhi,9
SpiceJet,Kolkata,12765,Delhi,9
Indigo,Kolkata,12791,Delhi,9
GO_FIRST,Kolkata,12884,Delhi,9
Air_India,Kolkata,12990,Delhi,9
Air_India,Kolkata,13095,Delhi,9
Air_India,Kolkata,13138,Delhi,9
Indigo,Kolkata,13358,Delhi,9
GO_FIRST,Kolkata,13392,Delhi,9
Vistara,Kolkata,13830,Delhi,9
GO_FIRST,Kolkata,13536,Delhi,9
Air_India,Kolkata,13688,Delhi,9
Air_India,Kolkata,13830,Delhi,9
Air_India,Kolkata,13883,Delhi,9
GO_FIRST,Kolkata,14114,Delhi,9
AirAsia,Kolkata,14356,Delhi,9
Vistara,Kolkata,14880,Delhi,9
Indigo,Kolkata,14744,Delhi,9
Vistara,Kolkata,15615,Delhi,9
Vistara,Kolkata,15720,Delhi,9
SpiceJet,Kolkata,15379,Delhi,9
GO_FIRST,Kolkata,15794,Delhi,9
Vistara,Kolkata,16349,Delhi,9
Air_India,Kolkata,16140,Delhi,9
Indigo,Kolkata,16298,Delhi,9
GO_FIRST,Kolkata,16370,Delhi,9
Vistara,Kolkata,16769,Delhi,9
Indigo,Kolkata,16508,Delhi,9
Vistara,Kolkata,17131,Delhi,9
Vistara,Kolkata,17184,Delhi,9
Indigo,Kolkata,16875,Delhi,9
Air_India,Kolkata,17641,Delhi,9
Indigo,Kolkata,18555,Delhi,9
Vistara,Kolkata,19500,Delhi,9
Air_India,Kolkata,20550,Delhi,9
Indigo,Kolkata,23228,Delhi,9
Vistara,Kolkata,24278,Delhi,9
Vistara,Kolkata,25013,Delhi,9
SpiceJet,Kolkata,6060,Delhi,10
GO_FIRST,Kolkata,5954,Delhi,10
Indigo,Kolkata,5955,Delhi,10
Air_India,Kolkata,5955,Delhi,10
AirAsia,Kolkata,5953,Delhi,10
SpiceJet,Kolkata,5954,Delhi,10
AirAsia,Kolkata,6060,Delhi,10
SpiceJet,Kolkata,6270,Delhi,10
Indigo,Kolkata,6270,Delhi,10
Vistara,Kolkata,6690,Delhi,10
Indigo,Kolkata,6443,Delhi,10
Indigo,Kolkata,6585,Delhi,10
Vistara,Kolkata,7005,Delhi,10
Air_India,Kolkata,6795,Delhi,10
Indigo,Kolkata,6932,Delhi,10
Indigo,Kolkata,6953,Delhi,10
Vistara,Kolkata,7530,Delhi,10
Indigo,Kolkata,7420,Delhi,10
Air_India,Kolkata,7635,Delhi,10
Indigo,Kolkata,8396,Delhi,10
Vistara,Kolkata,8790,Delhi,10
Indigo,Kolkata,9373,Delhi,10
Indigo,Kolkata,9683,Delhi,10
Indigo,Kolkata,9861,Delhi,10
Air_India,Kolkata,10081,Delhi,10
Indigo,Kolkata,10349,Delhi,10
Air_India,Kolkata,10680,Delhi,10
Indigo,Kolkata,10838,Delhi,10
GO_FIRST,Kolkata,11128,Delhi,10
Air_India,Kolkata,11323,Delhi,10
GO_FIRST,Kolkata,11660,Delhi,10
Indigo,Kolkata,11814,Delhi,10
Indigo,Kolkata,11993,Delhi,10
Air_India,Kolkata,12150,Delhi,10
Indigo,Kolkata,12302,Delhi,10
Indigo,Kolkata,12413,Delhi,10
Air_India,Kolkata,12465,Delhi,10
Air_India,Kolkata,12780,Delhi,10
Indigo,Kolkata,12791,Delhi,10
Indigo,Kolkata,12938,Delhi,10
Air_India,Kolkata,12990,Delhi,10
SpiceJet,Kolkata,13079,Delhi,10
SpiceJet,Kolkata,13395,Delhi,10
SpiceJet,Kolkata,13410,Delhi,10
Air_India,Kolkata,13410,Delhi,10
AirAsia,Kolkata,13410,Delhi,10
Vistara,Kolkata,13830,Delhi,10
Air_India,Kolkata,13688,Delhi,10
Air_India,Kolkata,13725,Delhi,10
Indigo,Kolkata,13767,Delhi,10
Air_India,Kolkata,13830,Delhi,10
Vistara,Kolkata,14250,Delhi,10
Air_India,Kolkata,14188,Delhi,10
Vistara,Kolkata,14565,Delhi,10
Air_India,Kolkata,14250,Delhi,10
AirAsia,Kolkata,14356,Delhi,10
Vistara,Kolkata,14880,Delhi,10
SpiceJet,Kolkata,14539,Delhi,10
Indigo,Kolkata,14933,Delhi,10
Vistara,Kolkata,15300,Delhi,10
Vistara,Kolkata,15405,Delhi,10
Air_India,Kolkata,15090,Delhi,10
Indigo,Kolkata,15143,Delhi,10
Air_India,Kolkata,15195,Delhi,10
Vistara,Kolkata,15615,Delhi,10
Vistara,Kolkata,16239,Delhi,10
Vistara,Kolkata,16291,Delhi,10
Vistara,Kolkata,16455,Delhi,10
Vistara,Kolkata,16665,Delhi,10
Vistara,Kolkata,17715,Delhi,10
Vistara,Kolkata,18646,Delhi,10
Air_India,Kolkata,19605,Delhi,10
Vistara,Kolkata,20274,Delhi,10
Indigo,Kolkata,20087,Delhi,10
Vistara,Kolkata,22164,Delhi,10
Vistara,Kolkata,22440,Delhi,10
Air_India,Kolkata,22755,Delhi,10
Air_India,Kolkata,25423,Delhi,10
SpiceJet,Kolkata,5954,Delhi,11
Vistara,Kolkata,5955,Delhi,11
Vistara,Kolkata,6060,Delhi,11
GO_FIRST,Kolkata,5954,Delhi,11
Indigo,Kolkata,5955,Delhi,11
Air_India,Kolkata,5955,Delhi,11
AirAsia,Kolkata,5953,Delhi,11
AirAsia,Kolkata,6060,Delhi,11
Indigo,Kolkata,6270,Delhi,11
SpiceJet,Kolkata,6270,Delhi,11
Vistara,Kolkata,6690,Delhi,11
Indigo,Kolkata,6443,Delhi,11
GO_FIRST,Kolkata,6461,Delhi,11
Indigo,Kolkata,6585,Delhi,11
Indigo,Kolkata,6932,Delhi,11
Indigo,Kolkata,7420,Delhi,11
Indigo,Kolkata,8396,Delhi,11
GO_FIRST,Kolkata,8869,Delhi,11
Indigo,Kolkata,8885,Delhi,11
Indigo,Kolkata,9263,Delhi,11
Air_India,Kolkata,9538,Delhi,11
Air_India,Kolkata,9853,Delhi,11
AirAsia,Kolkata,10078,Delhi,11
Air_India,Kolkata,10081,Delhi,11
Indigo,Kolkata,10349,Delhi,11
SpiceJet,Kolkata,10969,Delhi,11
Air_India,Kolkata,10618,Delhi,11
Air_India,Kolkata,11026,Delhi,11
Air_India,Kolkata,11310,Delhi,11
GO_FIRST,Kolkata,12045,Delhi,11
Air_India,Kolkata,12150,Delhi,11
Air_India,Kolkata,12570,Delhi,11
Vistara,Kolkata,12990,Delhi,11
GO_FIRST,Kolkata,12854,Delhi,11
Air_India,Kolkata,12990,Delhi,11
Air_India,Kolkata,13138,Delhi,11
Vistara,Kolkata,13830,Delhi,11
Air_India,Kolkata,13688,Delhi,11
Air_India,Kolkata,13830,Delhi,11
SpiceJet,Kolkata,14040,Delhi,11
Vistara,Kolkata,15278,Delhi,11
Vistara,Kolkata,15383,Delhi,11
Air_India,Kolkata,15720,Delhi,11
Vistara,Kolkata,16349,Delhi,11
Vistara,Kolkata,18667,Delhi,11
Air_India,Kolkata,19605,Delhi,11
Indigo,Kolkata,24488,Delhi,11
Indigo,Kolkata,25118,Delhi,11
SpiceJet,Kolkata,5954,Delhi,12
Vistara,Kolkata,5955,Delhi,12
Vistara,Kolkata,6060,Delhi,12
GO_FIRST,Kolkata,5954,Delhi,12
Indigo,Kolkata,5955,Delhi,12
Air_India,Kolkata,5955,Delhi,12
AirAsia,Kolkata,5953,Delhi,12
AirAsia,Kolkata,6060,Delhi,12
SpiceJet,Kolkata,6060,Delhi,12
Indigo,Kolkata,6443,Delhi,12
GO_FIRST,Kolkata,6461,Delhi,12
Vistara,Kolkata,7005,Delhi,12
Indigo,Kolkata,6932,Delhi,12
Indigo,Kolkata,7420,Delhi,12
Air_India,Kolkata,8370,Delhi,12
AirAsia,Kolkata,8728,Delhi,12
GO_FIRST,Kolkata,8869,Delhi,12
Indigo,Kolkata,8885,Delhi,12
Air_India,Kolkata,9538,Delhi,12
Air_India,Kolkata,10081,Delhi,12
Air_India,Kolkata,10618,Delhi,12
Air_India,Kolkata,10680,Delhi,12
Indigo,Kolkata,11258,Delhi,12
Indigo,Kolkata,11326,Delhi,12
Air_India,Kolkata,11625,Delhi,12
GO_FIRST,Kolkata,12045,Delhi,12
Air_India,Kolkata,12150,Delhi,12
Indigo,Kolkata,12302,Delhi,12
Vistara,Kolkata,12990,Delhi,12
Vistara,Kolkata,13095,Delhi,12
Indigo,Kolkata,12791,Delhi,12
GO_FIRST,Kolkata,12854,Delhi,12
Air_India,Kolkata,12990,Delhi,12
Vistara,Kolkata,13410,Delhi,12
Air_India,Kolkata,13410,Delhi,12
Vistara,Kolkata,13830,Delhi,12
Air_India,Kolkata,13688,Delhi,12
Vistara,Kolkata,14364,Delhi,12
Vistara,Kolkata,14900,Delhi,12
Vistara,Kolkata,15383,Delhi,12
Vistara,Kolkata,16349,Delhi,12
Vistara,Kolkata,18667,Delhi,12
Air_India,Kolkata,18703,Delhi,12
Air_India,Kolkata,20593,Delhi,12
SpiceJet,Kolkata,5954,Delhi,13
Vistara,Kolkata,5955,Delhi,13
GO_FIRST,Kolkata,5954,Delhi,13
Indigo,Kolkata,5955,Delhi,13
Air_India,Kolkata,5955,Delhi,13
AirAsia,Kolkata,5953,Delhi,13
Indigo,Kolkata,6008,Delhi,13
AirAsia,Kolkata,6060,Delhi,13
SpiceJet,Kolkata,6060,Delhi,13
SpiceJet,Kolkata,6270,Delhi,13
Vistara,Kolkata,6690,Delhi,13
Indigo,Kolkata,6443,Delhi,13
GO_FIRST,Kolkata,6461,Delhi,13
Indigo,Kolkata,6932,Delhi,13
Indigo,Kolkata,7420,Delhi,13
Indigo,Kolkata,8396,Delhi,13
Indigo,Kolkata,8713,Delhi,13
AirAsia,Kolkata,8728,Delhi,13
GO_FIRST,Kolkata,8869,Delhi,13
Indigo,Kolkata,8885,Delhi,13
Indigo,Kolkata,9861,Delhi,13
Air_India,Kolkata,10081,Delhi,13
Air_India,Kolkata,10303,Delhi,13
Indigo,Kolkata,11050,Delhi,13
Air_India,Kolkata,11625,Delhi,13
Air_India,Kolkata,12045,Delhi,13
GO_FIRST,Kolkata,12045,Delhi,13
Air_India,Kolkata,12150,Delhi,13
AirAsia,Kolkata,12280,Delhi,13
Air_India,Kolkata,12570,Delhi,13
Vistara,Kolkata,12990,Delhi,13
Vistara,Kolkata,13095,Delhi,13
GO_FIRST,Kolkata,12854,Delhi,13
Air_India,Kolkata,12990,Delhi,13
Vistara,Kolkata,13410,Delhi,13
Air_India,Kolkata,13138,Delhi,13
Vistara,Kolkata,13515,Delhi,13
Air_India,Kolkata,13410,Delhi,13
Vistara,Kolkata,13830,Delhi,13
Vistara,Kolkata,13935,Delhi,13
Air_India,Kolkata,13688,Delhi,13
Indigo,Kolkata,13767,Delhi,13
Air_India,Kolkata,13830,Delhi,13
Vistara,Kolkata,14186,Delhi,13
Vistara,Kolkata,14900,Delhi,13
Vistara,Kolkata,15412,Delhi,13
Vistara,Kolkata,15813,Delhi,13
Air_India,Kolkata,15720,Delhi,13
Vistara,Kolkata,17640,Delhi,13
Vistara,Kolkata,18087,Delhi,13
Air_India,Kolkata,18135,Delhi,13
Indigo,Kolkata,18282,Delhi,13
Air_India,Kolkata,22693,Delhi,13
SpiceJet,Kolkata,5954,Delhi,14
Vistara,Kolkata,5955,Delhi,14
GO_FIRST,Kolkata,5954,Delhi,14
Indigo,Kolkata,5955,Delhi,14
Air_India,Kolkata,5955,Delhi,14
AirAsia,Kolkata,5953,Delhi,14
AirAsia,Kolkata,6060,Delhi,14
SpiceJet,Kolkata,6060,Delhi,14
Indigo,Kolkata,6270,Delhi,14
Vistara,Kolkata,6690,Delhi,14
Air_India,Kolkata,6375,Delhi,14
GO_FIRST,Kolkata,6461,Delhi,14
Vistara,Kolkata,7005,Delhi,14
Air_India,Kolkata,7351,Delhi,14
Indigo,Kolkata,7420,Delhi,14
Indigo,Kolkata,7908,Delhi,14
Air_India,Kolkata,8370,Delhi,14
Air_India,Kolkata,8727,Delhi,14
AirAsia,Kolkata,8728,Delhi,14
Air_India,Kolkata,8864,Delhi,14
GO_FIRST,Kolkata,8869,Delhi,14
Air_India,Kolkata,9147,Delhi,14
Air_India,Kolkata,9210,Delhi,14
Air_India,Kolkata,9284,Delhi,14
Indigo,Kolkata,9373,Delhi,14
Air_India,Kolkata,9538,Delhi,14
Air_India,Kolkata,10210,Delhi,14
Air_India,Kolkata,10618,Delhi,14
Vistara,Kolkata,11389,Delhi,14
Air_India,Kolkata,11204,Delhi,14
AirAsia,Kolkata,11207,Delhi,14
Air_India,Kolkata,11357,Delhi,14
Air_India,Kolkata,11729,Delhi,14
Air_India,Kolkata,11777,Delhi,14
GO_FIRST,Kolkata,12045,Delhi,14
Air_India,Kolkata,12150,Delhi,14
Vistara,Kolkata,12990,Delhi,14
GO_FIRST,Kolkata,12854,Delhi,14
Air_India,Kolkata,12990,Delhi,14
Air_India,Kolkata,13138,Delhi,14
Vistara,Kolkata,13830,Delhi,14
Air_India,Kolkata,13688,Delhi,14
Vistara,Kolkata,14854,Delhi,14
Vistara,Kolkata,15278,Delhi,14
Air_India,Kolkata,15190,Delhi,14
Vistara,Kolkata,15589,Delhi,14
Indigo,Kolkata,16665,Delhi,14
Vistara,Kolkata,17462,Delhi,14
Indigo,Kolkata,17967,Delhi,14
Vistara,Kolkata,18667,Delhi,14
Indigo,Kolkata,19967,Delhi,14
Air_India,Kolkata,26594,Delhi,14
AirAsia,Kolkata,2480,Delhi,15
AirAsia,Kolkata,3175,Delhi,15
Air_India,Kolkata,3428,Delhi,15
AirAsia,Kolkata,3999,Delhi,15
Vistara,Kolkata,4000,Delhi,15
GO_FIRST,Kolkata,3820,Delhi,15
SpiceJet,Kolkata,3884,Delhi,15
GO_FIRST,Kolkata,3999,Delhi,15
Indigo,Kolkata,3999,Delhi,15
SpiceJet,Kolkata,4000,Delhi,15
AirAsia,Kolkata,4031,Delhi,15
Indigo,Kolkata,4051,Delhi,15
SpiceJet,Kolkata,4077,Delhi,15
Air_India,Kolkata,4097,Delhi,15
Indigo,Kolkata,4380,Delhi,15
Air_India,Kolkata,4426,Delhi,15
GO_FIRST,Kolkata,4546,Delhi,15
SpiceJet,Kolkata,4898,Delhi,15
Vistara,Kolkata,5260,Delhi,15
AirAsia,Kolkata,4915,Delhi,15
Air_India,Kolkata,4979,Delhi,15
AirAsia,Kolkata,5275,Delhi,15
Indigo,Kolkata,5366,Delhi,15
GO_FIRST,Kolkata,5402,Delhi,15
Indigo,Kolkata,5430,Delhi,15
Indigo,Kolkata,5955,Delhi,15
Air_India,Kolkata,5805,Delhi,15
Indigo,Kolkata,5808,Delhi,15
AirAsia,Kolkata,5953,Delhi,15
GO_FIRST,Kolkata,5954,Delhi,15
Air_India,Kolkata,6120,Delhi,15
Air_India,Kolkata,6311,Delhi,15
GO_FIRST,Kolkata,6395,Delhi,15
Indigo,Kolkata,6443,Delhi,15
AirAsia,Kolkata,6443,Delhi,15
Air_India,Kolkata,6590,Delhi,15
Air_India,Kolkata,6626,Delhi,15
Air_India,Kolkata,6891,Delhi,15
Vistara,Kolkata,7280,Delhi,15
Indigo,Kolkata,6932,Delhi,15
Air_India,Kolkata,7010,Delhi,15
Vistara,Kolkata,7504,Delhi,15
Indigo,Kolkata,7163,Delhi,15
Air_India,Kolkata,7249,Delhi,15
Air_India,Kolkata,7366,Delhi,15
Indigo,Kolkata,7420,Delhi,15
Vistara,Kolkata,7805,Delhi,15
Vistara,Kolkata,7904,Delhi,15
Vistara,Kolkata,7910,Delhi,15
Indigo,Kolkata,7646,Delhi,15
Vistara,Kolkata,8029,Delhi,15
Vistara,Kolkata,8114,Delhi,15
Vistara,Kolkata,8134,Delhi,15
Air_India,Kolkata,7786,Delhi,15
GO_FIRST,Kolkata,7790,Delhi,15
Indigo,Kolkata,7908,Delhi,15
Indigo,Kolkata,7989,Delhi,15
Vistara,Kolkata,8435,Delhi,15
Vistara,Kolkata,8534,Delhi,15
Air_India,Kolkata,8206,Delhi,15
Air_India,Kolkata,8265,Delhi,15
AirAsia,Kolkata,8297,Delhi,15
Vistara,Kolkata,8659,Delhi,15
Vistara,Kolkata,8744,Delhi,15
Indigo,Kolkata,8636,Delhi,15
Vistara,Kolkata,9482,Delhi,15
SpiceJet,Kolkata,9510,Delhi,15
Vistara,Kolkata,10031,Delhi,15
Vistara,Kolkata,10112,Delhi,15
Vistara,Kolkata,10346,Delhi,15
Air_India,Kolkata,10052,Delhi,15
Air_India,Kolkata,10558,Delhi,15
Vistara,Kolkata,10976,Delhi,15
SpiceJet,Kolkata,10718,Delhi,15
Air_India,Kolkata,11365,Delhi,15
Vistara,Kolkata,11730,Delhi,15
Air_India,Kolkata,15254,Delhi,15
Air_India,Kolkata,16378,Delhi,15
Air_India,Kolkata,21962,Delhi,15
Indigo,Kolkata,25013,Delhi,15
Indigo,Kolkata,30735,Delhi,15
AirAsia,Kolkata,2480,Delhi,16
Air_India,Kolkata,2903,Delhi,16
AirAsia,Kolkata,3175,Delhi,16
Air_India,Kolkata,3428,Delhi,16
AirAsia,Kolkata,3999,Delhi,16
Vistara,Kolkata,4000,Delhi,16
Vistara,Kolkata,4210,Delhi,16
SpiceJet,Kolkata,3884,Delhi,16
GO_FIRST,Kolkata,3999,Delhi,16
Indigo,Kolkata,3999,Delhi,16
SpiceJet,Kolkata,4000,Delhi,16
Indigo,Kolkata,4257,Delhi,16
Indigo,Kolkata,4380,Delhi,16
GO_FIRST,Kolkata,4394,Delhi,16
GO_FIRST,Kolkata,4432,Delhi,16
Air_India,Kolkata,4426,Delhi,16
Air_India,Kolkata,4559,Delhi,16
Indigo,Kolkata,4674,Delhi,16
GO_FIRST,Kolkata,4893,Delhi,16
SpiceJet,Kolkata,4898,Delhi,16
Vistara,Kolkata,5260,Delhi,16
AirAsia,Kolkata,4915,Delhi,16
AirAsia,Kolkata,5275,Delhi,16
Air_India,Kolkata,5276,Delhi,16
Air_India,Kolkata,5294,Delhi,16
Indigo,Kolkata,5955,Delhi,16
Air_India,Kolkata,5686,Delhi,16
Air_India,Kolkata,5710,Delhi,16
Air_India,Kolkata,5805,Delhi,16
AirAsia,Kolkata,5953,Delhi,16
GO_FIRST,Kolkata,5954,Delhi,16
Air_India,Kolkata,6030,Delhi,16
Air_India,Kolkata,6120,Delhi,16
SpiceJet,Kolkata,6625,Delhi,16
Indigo,Kolkata,6371,Delhi,16
GO_FIRST,Kolkata,6395,Delhi,16
Indigo,Kolkata,6443,Delhi,16
AirAsia,Kolkata,6443,Delhi,16
GO_FIRST,Kolkata,6461,Delhi,16
Vistara,Kolkata,6840,Delhi,16
Air_India,Kolkata,6542,Delhi,16
Indigo,Kolkata,6932,Delhi,16
Air_India,Kolkata,7005,Delhi,16
